cod,desc,cant,estante,nivel,costo_unitario
5135N,CAJA BOLITOS NEGRO,,,,
5135P,CAJA BOLITOS PLATA,0,,,
5135R,CAJA BOLITOS ROJO,111,,,
5135RF,CAJA BOLITOS ROSA FIUSHA,219,,,
5135RP,CAJA BOLITOS ROSA PASTEL,73,,,
5135V,CAJA BOLITOS VERDE 4X4X4,119,,,
5136,ER-19 MED. 32X30X8 CMS.,88,,,
5137,CAJA PARA RELOJ MED.22X5X3,97,,,
5138,JOYERIA 5X3.5X1.5,378,,,
5139AC,CAJA MU�ECA GRANDE AZUL CLARO,11,,,
5139AM,CAJA MU�ECA GRANDE AMARILLA,,,,
5139AR,CAJA MU�ECA GRANDE AZUL REY,3,,,
5139L,CAJA MU�ECA GRANDE LILA,,,,
5139M,CAJA MU�ECA GRANDE MORADO,,,,
5139N,CAJA MU�ECA GRANDE COLOR NARANJA MED.32X18X15,,,,
5139RF,CAJA MU�ECA GRANDE ROSA FUERTE,,,,
5139ROJO,CAJA MU�ECA GRANDE ROJO,1,,,
5139ROSA,CAJA MU�ECA GRANDE ROSA,,,,
5139VC,CAJA MU�ECA GRANDE VERDE CLARO,1,,,
5139VF,CAJA MU�ECA GRANDE VERDE FUERTE,,,,
5139VL,CAJA MU�ECA GRANDE VERDE LIMON,,,,
5140AC,CAJA MU�ECA CHICA COLOR MED.7X5.5X3,15,,,
5140AM,CAJA MU�ECA CHICA AMARILLO,,,,
5140AR,CAJA MU�ECA CHICA AZUL REY,44,,,
5140BCA,CAJA MU�ECA CHICA BLANCA,3,,,
5140CH,CAJA MU�ECA CHICA COLOR CHOCOLATE,6,,,
5140D,CAJA MU�ECA CHICA DORADA,,,,
5140L,CAJA MU�ECA CHICA LILA,23,,,
5140N,CAJA MU�ECA CHICA NARANJA,3,,,
5140R,CAJA MU�ECA CHICA ROJA,23,,,
5140ROSA,CAJA MU�ECA CHICA ROSA,16,,,
5140VC,CAJA MU�ECA CHICA VERDE CLARO,,,,
5140VF,CAJA MU�ECA CHICA VERDE FUERTE,32,,,
5141AC,CAJA MU�ECA MEDIANA AZUL CLARO,,,,
5141AM,CAJA MU�ECA MEDIANA AMARILLA,23,,,
5141AR,CAJA MU�ECA MEDIANA AZUL REY,14,,,
5141CH,CAJA MU�ECA MEDIANA CHOCOLATE,,,,
5141L,CAJA MU�ECA MEDIANA LILA,,,,
5141N,CAJA MU�ECA MEDIANA NARANJA,,,,
5141ROJA,CAJA MU�ECA MEDIANA ROJA,1,,,
5141ROSA,CAJA MU�ECA MEDIANA ROSA,29,,,
5141VC,CAJA MU�ECA MEDIANA VERDE CLARO,,,,
5141VF,CAJA MU�ECA MEDIANA VERDE FUERTE MED.15X18X11,,,,
5141VL,CAJA MU�ECA MEDIANA VERDE LIMON,8,,,
5142,CAMIONCITO DIA DEL NI�O,13,,,
5143AC,CAJA MU�ECA MINI AZUL CLARO,,,,
5143AM,CAJA MU�ECA MINI AMARILLA,26,,,
5143AR,CAJA MU�ECA MINI AZUL REY,41,,,
5143BCA,CAJA MU�ECA MINI BLANCA,40,,,
5143CH,CAJA MU�ECA MINI COLOR CHOCOLATE,8,,,
5143L,CAJA MU�ECA MINI LILA,9,,,
5143N,CAJA MU�ECA MINI NARANJA,22,,,
5143NGO,CAJA MU�ECA MINI NEGRA,,,,
5143ROJA,CAJA MU�ECA MINI ROJA,30,,,
5143ROSA,CAJA MU�ECA MINI ROSA,27,,,
5143VC,CAJA MU�ECA MINI VERDE CLARO,,,,
5143VF,CAJA MU�ECA MINI VERDE FUERTE,6,,,
5144M,ALCANCIA MURCIELAGO,21,,,
5144P,ALCANCIA PUERQUITO MEDIDA 10X10X13,22,,,
5144POLLO,ALCANCIA POLLITO,14,,,
5144T,ALCANCIA TORTUGA MEDIDA 10X10X13,22,,,
5144V,ALCANCIA VACA,24,,,
5145,CAJA PING�INO MEDIDA 10X7X15,2,,,
5146,VICERA BLANCA,47,,,
5147,CAJA PALOMITA MINI KRAFT,,,,
5148,CAJA PARA TARJETA DE PRESENTACION MED.9X5X3,72,,,
5149A,CUBO MINI AZUL,69,,,
5149AM,CUBO MINI AMARILLO,,,,
5149R,CUBO MINI ROJO MED.7.5X7.5X5,74,,,
5149V,CUBO MINI VERDE,35,,,
5149VP,CUBO MINI VERDE PISTACHE,,,,
5150A,LONCHERA COLOR AZUL,7,,,
5150AM,LONCHERA COLOR AMARILLA,45,,,
5150C,LONCHERA CEBRA,12,,,
5150K,LONCHERA COLOR KRAFT,,,,
5150LUNARNGO,LONCHERA LUNARES NEGRA,18,,,
5150LUNARROJO,LONCHERA LUNARES ROJO,11,,,
5150LUNARROSA,LONCHERA LUNARES ROSA,26,,,
5150M,LONCHERA COLOR MORADA,26,,,
5150N,LONCHERA COLOR NARANJA,28,,,
5150NGO,LONCHERA COLOR NEGRO,25,,,
5150RA,LONCHERA RAYAS,,,,
5150ROJA,LONCHERA COLOR ROJA,27,,,
5150ROSA,LONCHERA COLOR ROSA,25,,,
5150V,LONCHERA COLOR VERDE,22,,,
5151,CAJA PARA CD CAPLE,84,,,
5152,PORTA CAMISA,,,,
5153,CAJA PARA PERFUME MED.5.5X6X11,49,,,
5154,CAJA PALOMITAS CHICA BLANCA,54,,,
5155A,ER-13 BEBE AZUL,3,,,
5155R,ER-13 BEBE ROSA,3,,,
5156,CASITA CAPLE BOND MED 13X11X8,17,,,
5157,CAJA CIRCO,19,,,
5158,CAJA BAUTIZO BCA. 24PTS MED.30X25X5,9,,,
5159,CAJA PARA CORBATA MED.33X10X3.5,37,,,
5160OSO,BOLO OSITO,,,,
5160P,BOLO PAYASO,31,,,
5161B,CUBO MINI CAPLE BOND,,,,
5161K,CUBO MINI CAPLE KRAFT,0,,,
5162,HEXAGONO CAPLE KRAFT,,,,
5163,FUNDA PARA CD CAPLE,80,,,
5164B,ALMOHADA MINI CAPLE BLANCO,72,,,
5164K,ALMOHADA MINI CAPLE KRAFT,113,,,
5165B,CAJA PARA DULCES TAPA INTEGRADA BOND,,,,
5165K,CAJA PARA DULCES TAPA INTEGRADA KRAFT,,,,
5166B,DULCERA CHICA CAPLE BOND,45,,,
5166K,DULCERA CHICA CAPLE KRAFT,0,,,
5167,MU�ECA MICRO CAPLE KRAFT,0,,,
5168B,CAJA SORPRESA CAPLE BOND,,,,
5168K,CAJA SORPRESA CAPLE KRAFT,122,,,
5169B,ALMOHADA CHICA Y/O MEDIANA CAPLE BOND,,,,
5169K,ALMOHADA CHICA Y/O MEDIANA CAPLE KRAFT,62,,,
5170BCA,ALMOHADA MEDIANA BLANCA,,,,
5170D,ALMOHADA MEDIANA DORADA,,,,
5170R,ALMOHADA MEDIANA ROJO,,,,
5171B,ALMOHADA GRANDE BLANCA,,,,
5171D,ALMOHADA GRANDE DORADA,,,,
5171R,ALMOHADA GRANDE ROJO,3,,,
5172B,ALMOHADA SUPER BLANCA,,,,
5172D,ALMOHADA SUPER DORADA,,,,
5172R,ALMOHADA SUPER ROJO,9,,,
5173,CUBO 30X30 14 DE FEBRERO,12,,,
5174,CUBO 14 DE FEBRERO 20X20 SULFATADO,6,,,
5175,MU�ECA MINI 14 DE FEBRERO,3,,,
5176,MU�ECA CHICA 14 DE FEBRERO,12,,,
5177,MU�ECA MEDIANA 14 DE FEBRERO,10,,,
5178,MU�ECA GRANDE 14 DE FEBRERO,5,,,
5179,DULCERA MINI CORAZONES,28,,,
5180LA,BOLSA EUROPA CHICA LOVE AZUL,,,,
5180R,BOLSA EUROPA CHICA ROJA,25,,,
5180ROS,BOLSA EUROPA CHICA LOVE ROSA,25,,,
5181A,BOLSA EUROPA MEDIANA LOVE KRAFT AZUL,,,,
5181R,BOLSA EUROPA MEDIANA LOVE KRAFT ROSA,24,,,
5181ROJ,BOLSA EUROPA MEDIANA ROJA 14 FEB,,,,
5182P,BOLSA EUROPA  GRANDE PARIS,17,,,
5182PTS,BOLSA EUROPA GRANDE PUNTOS EN MEDIDA 40X13X46.5,1,,,
5182R,BOLSA EUROPA GRANDE ROJA,,,,
5183C,PELUCHERA CH CORAZON,,,,
5183L,PELUCHERA CH LOVE LETRAS COLOR,17,,,
5184,PELUCHERA MEDIANA KRAFT LOVE LETRAS VERDE,25,,,
5184FEB,PELUCHERA MEDIANA BLANCA CORAZONES 14 FEB,15,,,
5185,PELUCHERA CAPLE 14 DE FEB GRANDE,,,,
5186,CAMISERA ELEGANTE 14 DE FEB.,4,,,
5187,PORTA RETRATO 14 FEB,,,,
5187K,PORTARETRATO CAPLE 14 FEB KRAFT,19,,,
5188KA,LONCHERA MINI LOVE KRAFT AZUL,25,,,
5188KR,LONCHERA MINI LOVE KRAFT ROSA,21,,,
5188R,LONCHERA MINI LOVE ROJA,,,,
5189,CUBO T.Q.M. XOXO,38,,,
5190,CORAZON CON LLAVE,39,,,
5191,PALOMITAS GRANDE POP CORN,10,,,
5192,PALOMITAS MEDIANA POP CORN,18,,,
5193PC,PALOMITAS CHICA POP CORN,6,,,
5193R,PALOMITAS CHICA RETRO,18,,,
5193Z,PALOMITAS CHICA ZIG ZAG,7,,,
5194,PORTARETRATOS IMPRESO NI�OS,23,,,
5195,CUBO IMPRESO NI�OS,17,,,
5196,CAJA TRENECITO,20,,,
5197A,CUBO TURQUESA AZUL CON PLATA,29,,,
5197B,CUBO BE MINE,31,,,
5197R,CUBO TURQUEZA ROJO CON PLATA,,,,
5198,CUBO CHOCOLATE,,,,
5199,CAJA CHOCOLATE CORAZONES,5,,,
5200,CAJA LUNARES SORPRESA,77,,,
5201,BOLSA CHICA SULFATADA,106,,,
5202,BOLSA MEDIANA SULFATADA,0,,,
5203,BOLSA GRANDE SULFATADA,,,,
5204,BOLSA SULFATADA MINI 6X3X9,100,,,
5205,CAMION BOMBERO,20,,,
5209A,HEXAGONO SULFATADO AZUL,,,,
5209B,HEXAGONO SULFATADO BCO,27,,,
5209L,HEXAGONO SULFATADO LILA,,,,
5209ROJO,HEXAGONO SULFATADO ROJO,24,,,
5209ROSA,HEXAGONO SULFATADO ROSA,4,,,
5209V,HEXAGONO SULFATADO VERDE,7,,,
5210AC,CAJA MU�ECA MIKRO SULFATADA AZUL CLARO Y/O CIELO,,,,
5210AT,CAJA MU�ECA MIKRO SULFATADA AZUL TURQUEZA Y/O FUERTE,,,,
5210BCO,CAJA MU�ECA MIKRO SULFATADA BLANCO,41,,,
5210BGE,CAJA MU�ECA MIKRO SULFATADA BEIGE,143,,,
5210CHO,CAJA MU�ECA MIKRO SULFATADA CHOCOLATE,26,,,
5210D,CAJA MU�ECA MICRO SULFATADA DORADA,17,,,
5210L,CAJA MU�ECA MIKRO SULFATADA LILA,,,,
5210M,CAJA MU�ECA MIKRO SULFATADA MORADA,5,,,
5210NGO,CAJA MU�ECA MIKRO SULFATADA NEGRA,,,,
5210P,CAJA MU�ECA MIKRO SULFATADA PLATA,98,,,
5210R,CAJA MU�ECA MIKRO SULFATADA ROJO,107,,,
5210RC,CAJA MU�ECA MIKRO SULFATADA ROSA CLARO,58,,,
5210RF,CAJA MU�ECA MIKRO SULFATADA ROSA FIUSHA,47,,,
5210V,CAJA MU�ECA MIKRO SULFATADA VERDE,4,,,
5253,ALMOHADA CON AGARRADERA PAPA IMP A 2 TINTAS,,,,
5254,LONCHERA GRANDE PAPA KRAFT,,,,
5255,ER 06 MAMA KRAFT,5,,,
5256,LONCHERA GRANDE MAMA KRAFT,,,,
5257,ALMOHADA CON AGARRADERA MAMA KRAF,21,,,
5258,CAJA YOURS TIPO SOBRE GRANDE,18,,,
5259K,DULCERA CORAZON KRAFT,,,,
5259R,DULCERA CORAZON ROJA,,,,
5260,CUBO CONTRAENCOLADO COLOR LISO 9X9X9,,,,
5261A,CUBO CONTRAENCOLADO AZUL 20X20X20,2,,,
5261R,CUBO CONTRAENCOLADO ROJO 20X20X20,,,,
5261V,CUBO CONTRAENCOLADO VERDE 20X20X20,2,,,
5262A,CUBO CONTRAENCOLADO AZUL 30X30X30,,,,
5262R,CUBO CONTRAENCOLADO ROJO 30X30X30,3,,,
5262V,CUBO CONTRAENCOLADO VERDE 30X30X30,2,,,
5263A,CUBO CONTRAENCOLADO AZUL 40X40X40,,,,
5263R,CUBO CONTRAENCOLADO ROJO 40X40X40,,,,
5263V,CUBO CONTRAENCOLADO VERDE 40X40X40,,,,
5264,VIZCAINO BABY GIRL,17,,,
5265,VIZCAINO BABY BOY,12,,,
5266A,LONCHERA BE MINE AZUL,24,,,
5266R,LONCHERA BE MINE ROSA,26,,,
5267,CUBO TU,25,,,
5269,ALMOHADA CORAZON,24,,,
5269K,ALMOHADA KRAFT,,,,
5270,CAJA VIZCAINO DUDE,10,,,
5271,CAJA HAPPY DAY 14 FEB,16,,,
5272,ER 06 YOU & ME,23,,,
5273A,CAJA MULTIUSOS TRUE LOVE AZUL,13,,,
5273R,CAJA MULTIUSOS TRUE LOVE ROSA,6,,,
5274,CAJA VIZCAINO KEEP CALM,13,,,
5275AM,CUBO CONTENEDOR AMARILLO,77,,,
5275AZ,CUBO CONTENEDOR AZUL,53,,,
5275BCO,CUBO CONTENEDOR BLANCO,51,,,
5275K,CUBO CONTENEDOR KRAFT,35,,,
5275M,CUBO CONTENEDOR MORADO,,,,
5275N,CUBO CONTENEDOR NARANJA,50,,,
5275RC,CUBO CONTENEDOR ROSA CLARO,,,,
5275ROJO,CUBO CONTENEDOR ROJO,65,,,
5275ROSA,CUBO CONTENEDOR ROSA,74,,,
5275V,CUBO CONTENEDOR VERDE,83,,,
5276FE,CAJA VIZCAINO 14 FEB,,,,
5276HB,CAJA VIZCAINO HAPPY BIRTHDAY,18,,,
5277,CAJA LUNARES CON CORAZON,,,,
5278,CAJA TIPO FRACK,99,,,
5279,CAJA TIPO VESTIDO  DE NOVIA S/IMP,76,,,
5280,BOLSA FRANKY,6,,,
5281,CAJA I LOVE YOU 30X15X6,12,,,
5283,CAJA EMPAQUE CORAZON CHICA MED.19X15X15,11,,,
5284,CAJA EMPAQUE CORAZON MEDIANA MED.25X16X16,1,,,
5285,CAJA EMPAQUE CORAZON GRANDE MED.30X15X20,11,,,
5286,CUBO SURPRICE 21X21X21 KRAFT,,,,
5287L,CAJA MU�ECA RAYAS LOVE,6,,,
5287ROJA,CAJA MU�ECA RAYAS ROJA 18X15.5X10,7,,,
5287ROSA,CAJA MU�ECA RAYAS ROSA 18X15.5X10,,,,
5288ABC,CAJA HAPPY DAY ABC 13.5X13.5X28,23,,,
5288HD,CAJA HAPPY DAY  13.5X13.5X28,,,,
5288SK,CAJA HAPPY DAY SURPRISE KRAF 13.5X13.5X28,23,,,
5289,ALCANCIA FANTASMA,21,,,
5290C,LONCHERA CALABAZA,9,,,
5290V,LONCHERA VAMPIRO,12,,,
5291,CAJA VIZCAINO LOVE,13,,,
5292,LONCHERA SIEMPRE TU,22,,,
5293,CAJA YOURS TIPO SOBRE CHICO,39,,,
5294N,CAJA CORAZON NEGRO,20,,,
5294R,CAJA CORAZON ROJO,10,,,
5296,CAJA MU�ECA MINI LOVE,52,,,
5297,CUBO KRAFT CORAZON,20,,,
5298,GLOBOS 14 FEB,,,,
5301,PASTELERA SUPER MED 39X39X12,51,,,
5302,PASTELERA GRANDE MED.33X33X12,51,,,
5303,PASTELERA MEDIANA MED.30X30X12,12,,,
5304,PASTELERA CHICA 22PTS MED.27X27X8,52,,,
5306,PASTELERA CH. ALTA (OK) MED.27X27X12.5,47,,,
5307,CHAROLA DON BOSCO MED.42X18X15,48,,,
5308,CAJA TIPO MOKA MED.40X14X12,45,,,
5309,PASTELERA ESPECIAL MINI MED.20X20X10,68,,,
5311,CAJA PARA PAPA GRANDE,45,,,
5311K,CAJA PARA PAPA GRANDE KRAFT,,,,
5312,CAJA PARA PAPA CHICA,104,,,
5313,ALMOHADA PARA PAY,110,,,
5314,CAJA PARA HAMBURGUESA,14,,,
5315,CHAROLA REBANADA DE PIZZA,124,,,
5316,CAJA REBANADA DE PIZZA,23,,,
5317,CAJA PARA SANDWICH,40,,,
5318,CHAROLA PARA HOT DOG,143,,,
5319B,CONO PARA CREPA BOND,76,,,
5319K,CONO PARA CREPA KRAFT,,,,
5320,CAJA PARA 4 CUP CAKE C/TAMBOR MED. 16X16X7 S/IMP,111,,,
5321,CAJA PARA 9 CUP CAKE C/TAMBOR MED. 24X24X10,38,,,
5322,CAJA PARA 6 CUP CAKE C/TAMBOR,,,,
5323,CAJA PARA 12 CUP CAKE C/TAMBOR,,,,
5324,CAJA PARA 1 CUP CAKE CON VENTANA DE ACETATO,0,,,
5325,CAJA PARA 2 CUP CAKE C/TAMBOR,35,,,
5326A,CAJA PARA 1 CUP CAKE  AZUL C/VENTANA DE ACETATO,,,,
5326CH,CAJA PARA 1 CUP CAKE CHOCOLATE C/VENTANA DE ACETATO,,,,
5326R,CAJA PARA 1 CUP CAKE FIUSHA C/VENTANA DE ACETATO,,,,
5326VL,CAJA PARA 1 CUP CAKE VERDE LIMON C/VENTANA DE ACETATO,,,,
5390,DISCO PARA PASTEL METALICO 25CM,,,,
5391,DISCO PARA PASTEL METALICO 28CM,,,,
5392,DISCO PARA PASTEL METALICO 30CM,,,,
5393,DISCO PARA PASTEL METALICO 36CM,,,,
5400,CAJA PARA OSO MICRO KRAFT MED 28X28X40cm,11,,,
5402,LONCHERA MEX BOX COL.KRAFTMEDIDA 30X15X19,14,,,
5403,LONCHERA SUPER 22PTS MED20X12.3X20.5,122,,,
5404,LONCHERA GRANDE MED.21.5X13X14,69,,,
5404K,LONCHERA GRANDE KRAFT MED.21.5X13X14,,,,
5405,LONCHERA MEDIANA 22PTS MED.17X12X14,29,,,
5406,LONCHERA CHICA 22PTS MED.17.5X11X7.5,94,,,
5407,LONCHERA GRANDE IMPRESA KRAFT ECO,,,,
5408B,LONCHERA BLANCA CON VENTANA OVALADA C/ACETATO 16X7.5X9,50,,,
5408K,LONCHERA KRAFT CON VENTANA OVALADA C/ACETATO 16X7.5X9,19,,,
5410AC,DULCERA GRANDE AZUL CLARO,,,,
5410AF,DULCERA GRANDE AZUL REY,,,,
5410AM,DULCERA GRANDE AMARILLA 22PTS MED.19.9X11X8.5,10,,,
5410M,DULCERA GRANDE MORADO,,,,
5410N,DULCERA GRANDE NARANJA,,,,
5410R,DULCERA GRANDE ROJA,31,,,
5410RL,DULCERA GRANDE ROJA LISA,,,,
5410ROSA,DULCERA GRANDE ROSA,13,,,
5410VF,DULCERA GRANDE VERDE FUERTE,,,,
5410VFL,DULCERA GRANDE VERDE FUERTE LISA 22PTS MED.19.9X11X8.5,,,,
5410VL,DULCERA GRANDE VERDE LIMON,18,,,
5411AC,DULCERA CHICA AZUL CLARO,16,,,
5411AF,DULCERA CHICA AZUL REY 18PTS MED.10.5X8.5X7,5,,,
5411AM,DULCERA CHICA AMARILLA,20,,,
5411M,DULCERA CHICA MORADO,,,,
5411N,DULCERA CHICA NARANJA,,,,
5411RL,DULCERA CHICA ROJA LISA,,,,
5411ROJO,DULCERA CHICA ROJO,31,,,
5411ROSA,DULCERA CHICA ROSA,24,,,
5411VF,DULCERA CHICA VERDE OSCURO,2,,,
5411VL,DULCERA CHICA VERDE LIMON,2,,,
5412A,DULCERA CHICA LUNARES AZUL,,,,
5412R,DULCERA CHICA LUNARES ROSA,,,,
5413A,DULCERA LISA COLOR AZUL,25,,,
5413AM,DULCERA LISA COLOR AMARILLA,24,,,
5413C,DULCERA CONEJO,,,,
5413D,DULCERA LISA COLOR DORADA,17,,,
5413H,DULCERA HALLOWEEN,,,,
5413L,DULCERA LAPICES,,,,
5413M,DULCERA LISA COLOR MORADA,25,,,
5413NA,DULCERA NI�O AZUL,,,,
5413NR,DULCERA NI�A ROSA,,,,
5413P,DULCERA POLLITO,23,,,
5413PL,DULCERA LISA COLOR PLATA,25,,,
5413R,DULCERA LISA COLOR ROJA,21,,,
5413RO,DULCERA LISA COLOR ROSA,23,,,
5414F,DULCERA FELICIDADES,6,,,
5414H,DULCERA HALLOWEN,,,,
5417,DULCERA SULFATADA BLANCA LISA,25,,,
5418,LONCHERA MEDIANA DIA DEL NI�O,8,,,
5494,MU�ECA MINIATURA DE ACETATO,50,,,
5495,BOLITO DE ACETATO 5X5X5,35,,,
5496,HEXAGONO MINIATURA ACETATO,50,,,
5497,ER-01 CON TAPA DE ACETATO,47,,,
5498,ER-03 CON TAPA DE ACETATO,100,,,
5499,ER-06 CON TAPA DE ACETATO,,,,
5501,DISCO CHICO P/PASTEL 25CM DIAMETRO,10,,,
5502,DISCO MEDIANO P/PASTEL 28CM DIAMETRO,,,,
5503,DISCO GDE. P/PASTEL 35CM DIAMETRO,18,,,
5504,BASE ROSCA MEDIANA MED.60X40,46,,,
5505,BASE ROSCA CHICA MED.45X35,20,,,
5506,BASE ROSCA GRANDE MED.65X45,12,,,
5507,CAJA ROSCA GDE. MICRO MED.67X47X8,,,,
5508,CAJA ROSCA MED. MICRO MED.58X46X6,,,,
5509,CAJA ROSCA CHICA MICRO MED.37X34X6,0,,,
5510,CAJA ROSCA GDE. MICRO MED.60X45X8,0,,,
5511,CAJA ROSCA MED. MICRO MED.45X36X8,,,,
5512,CAJA ROSCA CHICA MICRO MED.45X29.5X8,,,,
5601,CAJA JUMBO MICRO  MED.64X47X12,10,,,
5602,CAJA VESTIDO NOVIA MED.59X39X12,7,,,
5603,CAJA P/RAMO DE NOVIA  MED.56X30X22,7,,,
5604,CAJA P/RAMO DE XV MED.30X30,,,,
5605,CAJA P/RAMO DE XV MED.26X26X22,,,,
5606,ARCHIALTA MED.18.5X6.5X23.5,53,,,
5607,ARCHIMINI MED.20.5X6X14.5,11,,,
5608,CUBO MICRO BLANCO MED.10X10X10,0,,,
5609,CAJA GIS 15X11X8,138,,,
5610,CAJA MICRO BOND H.O.MED. 9.5X8.5X12cm.,146,,,
5611,CAJA VELA GDE. MICRO MED.29X6.3X8,101,,,
5612,CAJA VELA CHICA MICRO MED.27.5X6X8,128,,,
5613,CUBO REHILETE MED. 12X12X12,21,,,
5614,CAJA CREMA GDE. 18X12X11,74,,,
5615,CAJA CREMA CHICA MED. 13X10X7,0,,,
5619,CUBO MICRO KRAFT 20X20X20,17,,,
5621,CUBO CONTRAENCOLADO 13X13 14 FEB,,,,
5622,CUBO CONTRAENCOLADO 20X20 14 FEB,,,,
5623,CUBO MICRO KRAFT30X30X30,0,,,
5624,CUBO MICRO KRAFT 40X40X40,0,,,
5625,CENTRO DE MESA GRANDE MICRO KRAFT 19X19X8.7,113,,,
5626,BOLSA FASHION GRANDE MICRO KRAFT,60,,,
5627,CUBO 9X9X9 MICRO KRAFT,35,,,
5628,CASITA MICRO KRAFT,25,,,
5629,VELA MINI MED. 15X6X7.5 MICRO BLANCO,63,,,
5630,CAJA DOBLE GIS MICRO BLANCO MED. 31X10X8,130,,,
5631,BOLSA FASHION CHICA MICRO KRAFT,41,,,
5632,CENTRO DE MESA CHICO MICRO KRAFT 14.5X15X8.8,54,,,
5633,SOBRE ECOLOGICO CARTA MICRO KRAFT,,,,
5634,ORDENADOR DE CAJON CORTO MED 19X15X6,52,,,
5635,ARCHIMASTER MED. 21X11X26,,,,
5636,CENTRO DE MESA GRANDE ALTO MK,,,,
5637,CAJA BOTELLA MICRO KRAFT MED 12X12X35,0,,,
5638,CUBO MICRO KRAFT60X60X60,,,,
5639,CUBO MICRO KRAFT 12X12X12,0,,,
5640,LONCHERA SIX MICRO KRAFT 18.5X12.5X19cm,12,,,
5703A,PARASOL NO.3 AVIONETA,5,,,
5703B,PARASOL NO.3 BANDERA,,,,
5703F,PARASOL NO.3 FASHION,,,,
5703G,PARASOL NO.3 GUADALAJARA,,,,
5703M,PARASOL NO.3 MOSTACHO,,,,
5706,PARASOL 14 DE FEBRERO,,,,
5801,PIZZA 0 BOND MED.20X20X3,,,,
5802,PIZZA 0 KRAFT MED.20X20X3,,,,
5803,PIZZA 1 BOND MED.25X25X3,10,,,
5804,PIZZA 1 KRAFT MED.25X25X3,16,,,
5805,PIZZA 2 BOND MED.29X29X3,37,,,
5806,PIZZA 2KRAFT  MED.29X29X3,1,,,
5807,PIZZA 3 BOND MED.32X32X3,8,,,
5808,PIZZA 3 KRAFT MED.32X32X3,1,,,
5809,PIZZA 4 BOND MED.34X34X4,22,,,
5810,PIZZA 4 KRAFT MED.34X34X4,,,,
5811,PIZZA 4A BOND MED.38X38X4,20,,,
5812,PIZZA 4A KRAFT MED.38X38X4,,,,
5813,PIZZA 5 BOND MED.41X41X4,22,,,
5814,PIZZA 5 KRAFT MED.41X41X4,8,,,
5815,PIZZA 5A BOND MED.44X44X4,35,,,
5816,PIZZA 5A KRAFT MED.44X44X4,23,,,
5817,PIZZA 35X35X4 MICRO KRAFT,,,,
5818,PIZZA 30X30 BOND,48,,,
5819,PIZZA 30X30 KRAFT,1,,,
5820,PIZZA 36X36 MICRO BOND,,,,
5821,PIZZA MICRO KRAFT MED. 36X36,24,,,
5901,CAJA SINGLE #3 MED.20X14X5,146,,,
5902,CAJA SINGLE#6 MED.25X20X6,21,,,
5903,CAJA SINGLE #13 MED.36X23X5,27,,,
5904,PAST. MEDIANA SINGLE MED.30X30X12,30,,,
5905,CAJA T/ALMOHADA SINGLE GRANDE MED.31X24X6,115,,,
5906,COFRE MINI SINGLE,109,,,
5907,COFRE MEDIANO SINGLE MED.13X8X11,31,,,
5908,COFRE GRANDE SINGLE MED.20X12X16,38,,,
5909,LONCHERA CHICA SINGLE MEDIDA 14X11X10,0,,,
5910,CAJA P/BOTELLA,36,,,
5911,BOLSA SINGLE CHICA,89,,,
5912,BOLSA SINGLE MINI C/ASA,86,,,
5913,CUBO SINGLE 10X10X10,65,,,
5914,SOBRE SINGLE T/CARTA,120,,,
5916,CAJA BOLO SINGLE T/ALCANCIA,79,,,
5917,BOLSA MEDIANA SINGLE,129,,,
5918,BOLSA GRANDE SINGLE,47,,,
5920,ALMOHADA MINI SINGLE,57,,,
5921,CAJA P/CD SINGLE,66,,,
5922,CAJA SINGLE 11,13,,,
5923,CAJA SINGLE 15,0,,,
5924,LONCHERA MEDIANA SINGLE MED.17X12X14CM,62,,,
5926,BOLSA MEDIANA C/ASA SINGLE,77,,,
5929,CUBO SORPRESA SINGLE MED 15X15X23,0,,,
5930,ALMOHADA SINGLE CHICA,138,,,
5931,CENTRO DE MESA MEDIANO SINGLE,87,,,
5932,CENTRO DE MESA GRANDE SINGLE,24,,,
5933,CENTRO DE MESA MINI,107,,,
5934,COFRE CORRUGADO GRANDE MED.30X20X15,4,,,
5935,DULCERO GRANDE SINGLE MED. 14X8X20,73,,,
5936,DULCERO CHICA SINGLE MED.11X9X13,95,,,
5937,CENTRO DE MESA PLANO GRANDE SINGLE,37,,,
5938,CENTRO DE MESA PLANO CHICO SINGLE MED.15X15X7.5,152,,,
5939,COFRE CORRUGADO JUMBO MED. 40X30X20,1,,,
5940,CUBO SINGLE HO,137,,,
5941,ALMOHADA JUMBO SINGLE,50,,,
6001D,CAJA JOYERIA #32 DORADA,2,,,
6001P,CAJA JOYERIA #32 PLATEADA,5,,,
6002D,CAJA PULSERA #33 DORADA,4,,,
6002P,CAJA PULSERA #33 PLATEADA,3,,,
6003,JOYERIA DORADA Y PLATEADA MO� GDE.,,,,
6004,JOYERIA DECORADA,1,,,
6005D,CAJA RELOJ #82 DORADA,12,,,
6005P,CAJA RELOJ #82 PLATEADA,13,,,
6006D,CAJA COLLAR #75 DORADA,1,,,
6006P,CAJA COLLAR #75 PLATEADA,4,,,
6007,PAPEL DIPACK DISNEY,,,,
6008,PAPEL REGALO COUCHE,0,,,
6009,PAPEL KRAFT P/REGALO,,,,
6010,PAPEL DE CHINA,87,,,
6011,MO�O MAGICO MEDIANO,163,,,
6012,MO�O MAGICO CHICO,13,,,
6013,MO�O MAGICO GDE,121,,,
