cod,desc,price,bu,line,class,type,sat_key,unit,color
5510,Caja rosca grande micro 60x45x8,15.27604,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5511,Caja rosca mediana micro 45x36x8,11.05364,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5512,Caja rosca chica micro 46x29.5x8,10.72188,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5601,Caja jumbo micro 64x47x12,34.45026,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5602,Caja vestido de novia 59x39x12,32.82162,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5603,Caja para ramo de novia 56x30x22,29.90364,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5604,Caja para ramo xv años 30x30x22,22.74818,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5605,Caja para ramo xv años 26x26x22,18.85,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5606,Archialta 18.5x6.5x23.5,6.49948,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5607,Archimini 20.5x6x14.5,4.87838,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5608,Cubo micro blanco 10x10x10,4.2224,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5609,Caja gis 15x11x8,6.17526,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5610,Caja micro bond ho 9.5x8.5x12,3.57396,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5611,Caja vela grande micro 29x6.3x8,3.89818,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5612,Caja vela chica micro 27.5x6x8,3.24974,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5613,Cubo rehilete 12x12x12,4.54662,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5614,Caja crema gde.   Micro kraft 18x12x11,4.87838,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5615,Caja crema chica micro kraft 13x10x7,3.57396,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5619,Cubo 20x20x20 kraft 20x20x20,11.37786,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5623,Cubo micro kraft 30x30x30,21.77552,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5624,Cubo micro kraft 40x40x40,35.74714,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5625,Centro de mesa micro kraft grande 16x16x7,4.2224,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5626,Bolsa micro kraft grande 15.5x11x17.5,4.54662,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5627,Cubo micro kraft  9x9x9,3.57396,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5628,Casita micro kraft 17.5x14.5x11,7.47214,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5629,Vela mini micro bond 16x6x8,2.92552,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5630,Caja doble gis  31x10x8,7.47214,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5631,Bolsa micro kraft chica 11.5x7x13,3.24974,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5632,Centro de mesa micro kraft chico 13x13x7.5,2.6013,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5634,Ordenador de cajon corto 44 ect 19x15x6,9.10078,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5637,Caja botella micro kraft  12x12x35,10.39766,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5638,Cubo micro kraft  60x60x60,60.44818,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5639,Cubo micro kraft  12x12x12,4.87838,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5640,Lonchera six micro kraft  18.5x12.5x19,7.47214,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5703,Parasol no. 3                                            ,43.55104,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5801,Pizza 0 bond 20x20x3,3.24974,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5802,Pizza 0 kraft 20x20x3,2.92552,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5803,Pizza 1 bond 25x25x3,4.2224,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5804,Pizza 1 kraft 25x25x3,3.57396,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5807,Pizza 3 bond 32x32x3,6.17526,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5808,Pizza 3 kraft 32x32x3,4.87838,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5809,Pizza 4 bond 34x34x3,6.49948,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5810,Pizza 4 kraft 34x34x3,5.52682,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5811,Pizza 4a bond 38x38x3,7.79636,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5812,Pizza 4a kraft 38x38x3,6.49948,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5813,Pizza 5 bond 41x41x4,9.10078,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5814,Pizza 5 kraft 41x41x4,7.47214,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5815,Pizza 5a bond 44x44x4,11.37786,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5816,Pizza 5a kraft 44x44x4,11.37786,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5818,Pizza 30cm bond 30x30x4,6.17526,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5819,Pizza 30cm kraft 30x30x4,4.87838,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5820,Pizza 36cm bond 36x36x4,6.49948,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5821,Pizza 36cm kraft 36x36x4,5.52682,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5901,Caja single no. 3 20x14x5,3.57396,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5902,Caja single no. 6 25x20x6,4.87838,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5903,Caja single no. 13 36x23x5,6.17526,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5904,Pastelera mediana single 30x30x12,10.07344,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5905,Almohada grande single  31x24x6,4.2224,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5906,Cofre mini single 7x4.5x6,2.92552,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5907,Cofre mediano single 13x8x11,3.57396,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5908,Cofre grande single 20x12x16,6.17526,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5909,Lonchera chica single 14x11x10,3.57396,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5910,Caja p/botella single 11x11x25,4.54662,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5911,Bolsa single chica 9.6x6x12,3.57396,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5913,Cubo single 10x10x10,4.2224,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5914,Sobre single t/carta 28.5x21.5x1.5,6.49948,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5916,Bolo single tipo alcancia 15x8x16,4.54662,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5917,Bolsa single mediana 18.5x11.5x16,4.54662,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5918,Bolsa single grande 18.5x11.5x24,5.52682,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5920,Almohada mini single 8x7x2.5,1.95286,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5921,Caja para cd single 15.5x13x3,3.24974,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5922,Caja single no.11 39.5x24.5x9,8.45234,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5923,Caja single no.15 45x29x8.5,10.07344,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5924,Lonchera mediana single 17x12x14,4.54662,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5929,Cubo sorpresa single 15x15x23,6.8237,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5930,Almohada chica single 26x24x6,3.57396,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5931,Centro de mesa single mediano 14x8.5x7,2.27708,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5932,Centro de mesa single grande 20x12.5x12.5,4.2224,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5933,Centro de mesa single mini 8x5x4.5,1.95286,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5934,Cofre corrugado 30x20x15,20.80286,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5935,Dulcero grande single 14x8x20,3.24974,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5936,Dulcero chica single  11x9x13,2.27708,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5937,Centro de mesa plano grande single 19x19x7.5,3.57396,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5938,Centro de mesa plano chico single 15x15x7.5,2.92552,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5939,Cofre corrugado jumbo 40x30x20,32.4974,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5940,Cubo single ho 9.5x8.5x12,3.57396,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
5941,Almohada jumbo single 35x30x10,5.52682,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
6001,Caja joyería # 32 8x5.5x2.5,6.8237,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
6002,Caja pulsera # 33  9x9x2.5,9.10078,Diseños de Cartón,empaque y embalaje,de línea,caja,24112500,Pieza,kraft
6005,Caja reloj # 82 20.5x5x2,10.39766,Diseños de Cartón,ecológica,de línea,caja,24112500,Pieza,kraft
6006,Caja collar # 75 18x13x2.5,19.17422,Diseños de Cartón,ecológica,de línea,caja,24112500,Pieza,kraft
6007,Papel regalo disney ,4.2224,Diseños de Cartón,ecológica,de línea,caja,24112500,Pieza,kraft
6008,Papel regalo couche ,3.57396,Diseños de Cartón,ecológica,de línea,caja,24112500,Pieza,kraft
6009,Papel regalo kraft ,3.57396,Diseños de Cartón,ecológica,de línea,caja,24112500,Pieza,kraft
6010,Papel de china ,0.97266,Diseños de Cartón,ecológica,de línea,caja,24112500,Pieza,kraft
6011,Moño mágico mediano ,0.97266,Diseños de Cartón,ecológica,de línea,caja,24112500,Pieza,kraft
6012,Moño magico chico  ,0.64844,Diseños de Cartón,ecológica,de línea,caja,14111600,Pieza,kraft
6013,Moño magico gde  ,1.95286,Diseños de Cartón,ecológica,de línea,caja,14111600,Pieza,kraft
6014,Cinta celofan transparente  12x33,12.0263,Diseños de Cartón,ecológica,de línea,caja,14111600,Pieza,kraft
6015,Cinta diurex 12x10,1.95286,Diseños de Cartón,ecológica,de línea,caja,31201500,Pieza,kraft
6017,Papel regalo metalico ,2.6013,Diseños de Cartón,ecológica,de línea,caja,31201500,Pieza,kraft
6019,Papel de china picado  ,2.92552,Diseños de Cartón,ecológica,de línea,caja,14111600,Pieza,kraft
6020,Moño chico decorado ,5.85104,Diseños de Cartón,ecológica,de línea,caja,14111600,Pieza,kraft
6021,Moño mediano decorado ,8.12812,Diseños de Cartón,ecológica,de línea,caja,14111600,Pieza,kraft
6022,Cilindro chico  de acetato 21x24,20.14688,Diseños de Cartón,ecológica,de línea,caja,14111600,Pieza,kraft
6024,Moño grande decorado ,10.72188,Diseños de Cartón,ecológica,de línea,caja,24112500,Pieza,kraft
6029,Portaretrato single s/decorar 20x15,3.24974,Diseños de Cartón,ecológica,de línea,caja,14111600,Pieza,kraft
6030,Portaretrato single decorado 20x15,7.79636,Diseños de Cartón,ecológica,de línea,caja,14121500,Pieza,kraft
6031,Cofre corrugado gde. Decorado 30x20x15,42.24662,Diseños de Cartón,ecológica,de línea,caja,14121500,Pieza,kraft
6032,Cofre mediano single decorado 13x8x11,7.79636,Diseños de Cartón,ecológica,de línea,caja,24112500,Pieza,kraft
6033,Cofre grande dec single  20x12x16,11.37786,Diseños de Cartón,ecológica,de línea,caja,24112500,Pieza,kraft
6037,Bolsa papel kraft mini-mini  6x3.5x8,3.89818,Diseños de Cartón,ecológica,de línea,caja,24112500,Pieza,kraft
6043,Bolsa kraft natural para botella c/ojillo 10x10x33,8.12812,Diseños de Cartón,ecológica,de línea,caja,24121500,Pieza,kraft
6047,Cubo corrugado decorado 30x30x30,42.24662,Diseños de Cartón,ecológica,de línea,caja,24121500,Pieza,kraft
6049,Corazón  pintado chico 13x8.5x11,13.32318,Diseños de Cartón,ecológica,de línea,caja,24112500,Pieza,kraft
6050,Corazón  pintado mediano 29x21x21,24.70104,Diseños de Cartón,ecológica,de línea,caja,24112500,Pieza,kraft
6051,Corazón  pintado grande 35x25x26,33.4776,Diseños de Cartón,ecológica,de línea,caja,24112500,Pieza,kraft
6081,Cilindro de acetato mediano  26x32,32.4974,Diseños de Cartón,ecológica,de línea,caja,24112500,Pieza,kraft
6086,Cilindro de acetato jumbo 40x56,78.64974,Diseños de Cartón,ecológica,de línea,caja,14111600,Pieza,kraft
6087,Cilindro de acetato grande 30x36,40.3013,Diseños de Cartón,ecológica,de línea,caja,14111600,Pieza,kraft
6088,Cilindro de acetato p/corona 16x6.5,7.79636,Diseños de Cartón,ecológica,de línea,caja,14111600,Pieza,kraft
6089,Cilindro bolo de acetato 11.5x10,6.8237,Diseños de Cartón,ecológica,de línea,caja,14111600,Pieza,kraft
6090,Cilindro mini corrugado  16x20,7.47214,Diseños de Cartón,ecológica,de línea,caja,14111600,Pieza,kraft
6091,Cilindro chico corrugado  21x24,11.05364,Diseños de Cartón,ecológica,de línea,caja,24112500,Pieza,kraft
6092,Cilindro mediano corrugado     26x32,16.57292,Diseños de Cartón,ecológica,de línea,caja,24112500,Pieza,kraft
6093,Cilindro grande corrugado  30x36,20.80286,Diseños de Cartón,ecológica,de línea,caja,24112500,Pieza,kraft
6094,Cilindro jumbo corrugado  40x50,35.74714,Diseños de Cartón,ecológica,de línea,caja,24112500,Pieza,kraft
6095,Cilindro petit micro  11.5x16,6.49948,Diseños de Cartón,ecológica,de línea,caja,24112500,Pieza,kraft
6096,Cilindro de acetato mini  16x20,15.27604,Diseños de Cartón,ecológica,de línea,caja,24112500,Pieza,kraft
6097,Cilindro joyero acetato 7.8x6.5,5.52682,Diseños de Cartón,ecológica,de línea,caja,24112500,Pieza,kraft
6098,Cilindro petit acetato 11.5x16,9.425,Diseños de Cartón,ecológica,de línea,caja,24112500,Pieza,kraft
6102,Cilindro joyero micro 7.8x6.5,4.2224,Diseños de Cartón,ecológica,de línea,caja,24112500,Pieza,kraft
6108,Bolo acetato tira pintada 13.5x13,8.45234,Diseños de Cartón,ecológica,de línea,caja,24112500,Pieza,kraft
6110,Cilindro de acetato p/ tocado 19x8,10.07344,Diseños de Cartón,ecológica,de línea,caja,24112500,Pieza,kraft
6118,Cilindro joyero color  7.8x6.5,4.2224,Diseños de Cartón,ecológica,de línea,caja,24112500,Pieza,kraft
6119,Caja sombrero med single  40x15,35.74714,Diseños de Cartón,ecológica,de línea,caja,24112500,Pieza,kraft
6120,Caja sombrero grande single  47x20,42.57838,Diseños de Cartón,ecológica,de línea,caja,24112500,Pieza,kraft
6121,Caja hexagono chico corrugado 22x16,11.37786,Diseños de Cartón,ecológica,de línea,caja,24112500,Pieza,kraft
6122,Caja hexagono med corrugado 29x21,20.80286,Diseños de Cartón,ecológica,de línea,caja,24112500,Pieza,kraft
6123,Caja hexagono gde corrugado 35x26,27.95078,Diseños de Cartón,ecológica,de línea,caja,24112500,Pieza,kraft
6124,Caja ovalo chico corrugado 20x13x16,7.47214,Diseños de Cartón,ecológica,de línea,caja,24112500,Pieza,kraft
6125,Caja ovalo med corrugado 28x17x21,10.72188,Diseños de Cartón,ecológica,de línea,caja,24112500,Pieza,kraft
6126,Caja ovalo gde corrugado 39x23x26,24.70104,Diseños de Cartón,ecológica,de línea,caja,24112500,Pieza,kraft
6127,Estrella chica corrugado  17x10,10.07344,Diseños de Cartón,ecológica,de línea,caja,24112500,Pieza,kraft
6128,Estrella grande corrugado  30x15,19.82266,Diseños de Cartón,ecológica,de línea,caja,24112500,Pieza,kraft
6129,Caja hexagono chica decorado corrug 22x16,21.12708,Diseños de Cartón,ecológica,de línea,caja,24112500,Pieza,kraft
6130,Caja hexagono med decorado corrug 29x21,25.6737,Diseños de Cartón,ecológica,de línea,caja,24112500,Pieza,kraft
6131,Caja hexagono gde decorado corrug  35x26,40.62552,Diseños de Cartón,ecológica,de línea,caja,24112500,Pieza,kraft
6132,Caja ovalo chico decorado corrugado 20x13x16,21.12708,Diseños de Cartón,ecológica,de línea,caja,24112500,Pieza,kraft
6133,Caja ovalo med decorado corrugado 28x17x21,25.6737,Diseños de Cartón,ecológica,de línea,caja,24112500,Pieza,kraft
6134,Caja ovalo gde decorado corrugado 39x23x26,32.4974,Diseños de Cartón,ecológica,de línea,caja,24112500,Pieza,kraft
6135,Casita decorada  17.5x14.5x11,26.32214,Diseños de Cartón,ecológica,de línea,caja,24112500,Pieza,kraft
6136,Estrella jumbo corrugado 48x20,34.77448,Diseños de Cartón,ecológica,de línea,caja,24112500,Pieza,kraft
6137,Cubo corrugado sin decorar 30x30,15.27604,Diseños de Cartón,ecológica,de línea,caja,24112500,Pieza,kraft
6138,Cofre jumbo decorado corrugado 40x30x30,54.27292,Diseños de Cartón,ecológica,de línea,caja,24112500,Pieza,kraft
6139,Caja manzana chica corrugado 16x13x11,15.60026,Diseños de Cartón,ecológica,de línea,caja,24112500,Pieza,kraft
6140,Caja manzana grande corrugado 29.5x25x15,24.70104,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6141,Cilindro petit decorado corrugado t/o  11.5x16,18.20156,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6142,Cilindro mini decorado corrugado t/o  16x20,22.42396,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6143,Cilindro chico decorado corrugado t/o  21x24,28.275,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6144,Cilindro mediano decorado corrugado t/o  26x32,35.0987,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6145,Cilindro grande decorado corrugado t/o  30x36,38.99688,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6146,Cilindro jumbo decorado corrugado t/o  40x50,52.3276,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6147,Cilindro de acetato botella decorada 11.5x35,28.275,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6148,Cilindro corrugado botella decorada 11.5x35,22.74818,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6149,Caja chocolatera decorada t/o 14.5x14.5x8,17.22136,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6150,Cilindro sorpresa corrugado decorado 16x10.5,17.22136,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6151,Caja domino corrugado 20.5x10.5x5,11.05364,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6152,Caja carta baraja corrugado 20.5x10.5x5,11.37786,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6153,Caja dado chico corrugado 10x10x10,14.95182,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6154,Caja dado grande corrugado 15x15x15,24.70104,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6155,Caja mariposa grande corrugado decorado 44x16,39.65286,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6156,Caja mariposa chica corrugado decorado 27x11,28.275,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6157,Caja flor grande corrugado decorado 39x15,39.65286,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6158,Caja flor chica corrugado decorado 19x10,28.275,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6163,Corazon grande 15 cm de altura ,24.70104,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6165,Corazon corrugado con ventana 29x21x6,20.80286,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6166,Cilindro grande de 15 cm de altura 14 feb ,34.45026,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6203,Contenedor chico  dc 48 ect 40x40x47,66.62344,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6204,Contenedor grande dc 48 ect 40x40x92,102.70234,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6205,Caja cuadro chico 29 ect 45.5x38x4.5,17.87734,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6206,Caja cuadro grande 29 ect 62x55x5,32.4974,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6207,Juguetero impreso niño/niña dc 48 ect 40x40x47,91.32448,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6209,Casita blanca corrugada 1.14x.84x1.28,484.57318,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6210,Avion  1.00x.50,224.90312,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6211,Estufa en corrug kraft  45x30x56,84.50078,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6212,Carrito en corrug kraft  100x35x60,97.49974,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6213,Cohete en corrug kraft  80x70x130,110.4987,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6214,Juego de vinil para estufa  60x55,29.90364,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6215,Juego de vinil para carrito  90x57,48.75364,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6216,Juego de vinil para cohete  87x65,52.65182,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6301,Exhibidor de carton 44 ect 1.02x31x1.49,353.27162,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6307,Pino corrugado ensamblable medida 54x61 ,19.82266,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6308,Pino corrugado con estrella ensamblable medida 45x68 ,27.62656,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6309,Cilindro bastones chico  ,21.77552,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6310,Centro de mesa chico single reno ,8.45234,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6311,Centro de mesa grande single reno ,13.97162,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6312,Centro de mesa chico plano single reno ,10.39766,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6313,Centro de mesa grande plano single reno ,12.99896,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6314,Caja pingüino corrugado  ,12.99896,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6315,Caja campana corrugado ,39.65286,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6316,Caja galleta jengibre corrugado ,34.45026,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6317,Caja pino chico micro navideña ,18.20156,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6318,Caja corrugado decorado navideño 30x30x20,38.02422,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6319,Caja pino grande decorado micro navideña ,22.74818,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6320,Caja mono de nieve micro navideña ,34.45026,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6321,Caja bota micro navideña ,19.82266,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6322,Caja baston micro navideña ,27.62656,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6323,Cofre jumbo corrugado decorado navideño ,54.27292,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6324,Cilindro de acetato botella decorado nav 11x37,28.275,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6325,Cilindro corrugado botella decorado nav 11x.5x35,22.74818,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6326,Caja chocolatera decorada navideña y moño 14.5x14.5x8,17.22136,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6327,Cilindro sorpresa corrugado decorado nav 16x17,17.22136,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6328,Cilindro corrugado cara de reno nav ,30.55208,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6329,Cilindro corrugado vela navideña ,30.55208,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6330,Caja hexagono chica dec navideña corrug 22x16,21.12708,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6331,Caja hexagono mediano dec navideña corrug 29x21,25.6737,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6332,Caja hexagono grande dec navideña corrug 35x26,40.62552,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
6333,Caja ovalo chica dec navideña corrug 20x13x16,21.12708,Diseños de Cartón,exhibidores,de línea,exhibidor,24112500,Pieza,blanco
